timestamp,x_vel,y_vel,vel,x_accel,y_accel,accel
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,0,0,0,0,0
12,0,0,0,0,0,0
13,0,0,0,0,0,0
13.013,1186.69775390625,1000.8973388671875,39.58,1186.69775390625,1000.8973388671875,39.58
13.028,622.25,474.25,18.85,-564.44775390625,-526.6473388671875,18.6
13.042,628.5,429.75,17.4,6.25,-44.5,1.03
13.055,32.90289306640625,-104.82632446289062,3.14,-595.5971069335938,-534.5763244628906,22.85
13.069,-8.25,-108.5,3.38,-41.15289306640625,-3.673675537109375,1.28
13.083,-28.179931640625,-79.5732421875,3.21,-19.929931640625,28.9267578125,1.34
13.095,-30.8197021484375,-49.8118896484375,2.79,-2.6397705078125,29.7613525390625,1.42
13.108,-14.96319580078125,-19.572174072265625,1.16,15.85650634765625,30.239715576171875,1.61
13.121,5.15765380859375,-2.016876220703125,0.27,20.120849609375,17.5552978515625,1.31
13.134,19.31793212890625,0.439544677734375,1.0,14.1602783203125,2.4564208984375,0.74
13.147,20.21319580078125,-2.677825927734375,1.1,0.895263671875,-3.11737060546875,0.18
13.161,17.19903564453125,-8.629669189453125,1.03,-3.01416015625,-5.95184326171875,0.36
13.174,12.02703857421875,-11.418914794921875,1.01,-5.1719970703125,-2.78924560546875,0.36
13.187,11.5,-13.0,1.09,-0.52703857421875,-1.581085205078125,0.1
13.199,14.3232421875,-13.53021240234375,1.41,2.8232421875,-0.53021240234375,0.21
13.212,15.22296142578125,-13.331085205078125,1.4,0.89971923828125,0.199127197265625,0.06
13.225,18.0,-13.5,1.65,2.77703857421875,-0.168914794921875,0.2
13.237,17.25,-13.25,1.72,-0.75,0.25,0.06
13.25,19.0,-11.25,1.6,1.75,2.0,0.19
13.262,19.75,-8.0,1.78,0.75,3.25,0.28
13.274,20.25,-4.0,1.64,0.5,4.0,0.32
13.289,23.0,-2.75,1.51,2.75,1.25,0.2
13.301,24.25,-1.25,1.97,1.25,1.5,0.16
13.315,31.52752685546875,-0.566070556640625,2.34,7.27752685546875,0.683929443359375,0.54
13.328,212.731689453125,108.14328002929688,9.3,181.20416259765625,108.7093505859375,8.23
13.342,43.2542724609375,-0.16534423828125,3.13,-169.4774169921875,-108.30862426757812,14.54
13.356,193.72247314453125,95.31607055664062,8.82,150.46820068359375,95.48141479492188,7.28
13.369,24.77191162109375,-11.68902587890625,1.26,-168.9505615234375,-107.00509643554688,9.17
13.382,182.2457275390625,92.41534423828125,7.98,157.47381591796875,104.1043701171875,7.37
13.397,10.0,-3.0,0.33,-172.2457275390625,-95.41534423828125,6.21
13.41,-5.8502197265625,-3.8775634765625,0.43,-15.8502197265625,-0.8775634765625,0.96
13.423,-0.4962158203125,2.380096435546875,0.15,5.35400390625,6.257659912109375,0.5
13.437,-120.25,-126.25,13.67,-119.7537841796875,-128.63009643554688,13.78
13.449,-126.65338134765625,-130.32669067382812,16.82,-6.40338134765625,-4.076690673828125,0.7
13.463,-130.369140625,-135.4954833984375,14.69,-3.71575927734375,-5.168792724609375,0.5
13.476,-2.48126220703125,-9.864471435546875,0.87,127.88787841796875,125.63101196289062,15.27
13.488,-0.338623046875,-6.9964599609375,0.66,2.14263916015625,2.868011474609375,0.34
13.5,2.4444580078125,-3.72027587890625,0.42,2.7830810546875,3.27618408203125,0.4
13.512,5.20050048828125,-1.0345458984375,0.49,2.75604248046875,2.68572998046875,0.36
13.525,7.0252685546875,0.651397705078125,0.57,1.82476806640625,1.685943603515625,0.2
13.538,10.25762939453125,-0.257537841796875,0.86,3.23236083984375,-0.908935546875,0.28
13.551,10.1658935546875,-0.850982666015625,0.85,-0.09173583984375,-0.59344482421875,0.05
13.563,8.4442138671875,-2.35626220703125,0.8,-1.7216796875,-1.505279541015625,0.21
13.575,5.76080322265625,-3.059234619140625,0.6,-2.68341064453125,-0.702972412109375,0.26
13.588,6.72369384765625,-4.9005126953125,0.71,0.962890625,-1.841278076171875,0.18
13.601,8.7664794921875,-5.8557586669921875,0.93,2.04278564453125,-0.9552459716796875,0.2
13.612,10.97979736328125,-7.1065826416015625,1.38,2.21331787109375,-1.250823974609375,0.27
13.624,10.14117431640625,-1.5994873046875,1.26,-0.838623046875,5.5070953369140625,0.69
13.637,4.3526611328125,0.0570831298828125,0.58,-5.78851318359375,1.6565704345703125,0.81
13.65,-1.82733154296875,3.2590179443359375,1.04,-6.17999267578125,3.201934814453125,1.95
13.662,104.0,-41.5,33.65,105.82733154296875,-44.75901794433594,34.53
13.674,111.5,103.25,57.49,7.5,144.75,54.83
13.686,131.25,86.5,62.59,19.75,-16.75,10.31
13.698,28.58868408203125,45.5,8.85,-102.66131591796875,-41.0,18.2
13.711,21.0,-96.5,10.78,-7.58868408203125,-142.0,15.53
13.723,8.4761962890625,-81.5,18.74,-12.5238037109375,15.0,4.47
13.736,-0.08868408203125,1.0,0.15,-8.56488037109375,82.5,12.48
13.749,-0.5,0.45001220703125,0.25,-0.41131591796875,-0.54998779296875,0.25
13.761,-46.4761962890625,87.25,37.68,-45.9761962890625,86.79998779296875,37.44
13.774,-27.75,-121.5,25.5,18.7261962890625,-208.75,42.88
13.786,-2.61968994140625,22.36572265625,5.61,25.13031005859375,143.86572265625,36.39
13.798,32.5,-62.0,14.69,35.11968994140625,-84.36572265625,19.18
13.812,32.1964111328125,137.5,36.73,-0.3035888671875,199.5,51.89
13.827,4.21966552734375,-20.56573486328125,2.54,-27.97674560546875,-158.06573486328125,19.45
13.841,-20.5,28.0,7.46,-24.71966552734375,48.56573486328125,11.72
