timestamp,x_vel,y_vel,vel,x_accel,y_accel,accel
0,0,0,0,0,0,0
0.039,0,0,0,0,0,0
0.053,0,0,0,0,0,0
0.065,0,0,0,0,0,0
0.077,0,0,0,0,0,0
0.092,0,0,0,0,0,0
0.106,0,0,0,0,0,0
0.119,0,0,0,0,0,0
0.134,0,0,0,0,0,0
0.147,0,0,0,0,0,0
0.16,0,0,0,0,0,0
0.174,0,0,0,0,0,0
0.187,0,0,0,0,0,0
0.199,0,0,0,0,0,0
0.213,1186.69775390625,1000.8973388671875,36.5,1186.69775390625,1000.8973388671875,36.5
0.227,622.25,474.25,20.93,-564.44775390625,-526.6473388671875,20.65
0.24,628.5,429.75,18.42,6.25,-44.5,1.09
0.255,32.90289306640625,-104.82632446289062,2.71,-595.5971069335938,-534.5763244628906,19.76
0.269,-8.25,-108.5,3.51,-41.15289306640625,-3.673675537109375,1.33
0.282,-28.179931640625,-79.5732421875,3.45,-19.929931640625,28.9267578125,1.44
0.296,-30.8197021484375,-49.8118896484375,2.37,-2.6397705078125,29.7613525390625,1.21
0.309,-14.96319580078125,-19.572174072265625,1.21,15.85650634765625,30.239715576171875,1.67
0.323,5.15765380859375,-2.016876220703125,0.25,20.120849609375,17.5552978515625,1.22
0.337,19.31793212890625,0.439544677734375,0.89,14.1602783203125,2.4564208984375,0.66
0.351,20.21319580078125,-2.677825927734375,1.06,0.895263671875,-3.11737060546875,0.17
0.364,17.19903564453125,-8.629669189453125,1.11,-3.01416015625,-5.95184326171875,0.38
0.377,12.02703857421875,-11.418914794921875,0.97,-5.1719970703125,-2.78924560546875,0.34
0.389,11.5,-13.0,1.18,-0.52703857421875,-1.581085205078125,0.11
0.403,14.3232421875,-13.53021240234375,1.2,2.8232421875,-0.53021240234375,0.18
0.417,15.22296142578125,-13.331085205078125,1.35,0.89971923828125,0.199127197265625,0.06
0.43,18.0,-13.5,1.59,2.77703857421875,-0.168914794921875,0.2
0.443,17.25,-13.25,1.58,-0.75,0.25,0.06
0.459,19.0,-11.25,1.34,1.75,2.0,0.16
0.473,19.75,-8.0,1.49,0.75,3.25,0.23
0.486,20.25,-4.0,1.52,0.5,4.0,0.3
0.499,23.0,-2.75,1.71,2.75,1.25,0.22
0.512,24.25,-1.25,1.81,1.25,1.5,0.15
0.526,31.52752685546875,-0.566070556640625,2.31,7.27752685546875,0.683929443359375,0.53
0.54,212.731689453125,108.14328002929688,8.53,181.20416259765625,108.7093505859375,7.55
0.553,43.2542724609375,-0.16534423828125,3.36,-169.4774169921875,-108.30862426757812,15.64
0.567,193.72247314453125,95.31607055664062,9.13,150.46820068359375,95.48141479492188,7.54
0.58,24.77191162109375,-11.68902587890625,1.21,-168.9505615234375,-107.00509643554688,8.82
0.597,182.2457275390625,92.41534423828125,6.28,157.47381591796875,104.1043701171875,5.8
0.61,10.0,-3.0,0.37,-172.2457275390625,-95.41534423828125,6.89
0.624,-5.8502197265625,-3.8775634765625,0.39,-15.8502197265625,-0.8775634765625,0.88
0.637,-0.4962158203125,2.380096435546875,0.15,5.35400390625,6.257659912109375,0.52
0.651,-120.25,-126.25,13.65,-119.7537841796875,-128.63009643554688,13.76
0.665,-126.65338134765625,-130.32669067382812,14.39,-6.40338134765625,-4.076690673828125,0.6
0.677,-130.369140625,-135.4954833984375,16.45,-3.71575927734375,-5.168792724609375,0.56
0.689,-2.48126220703125,-9.864471435546875,0.94,127.88787841796875,125.63101196289062,16.51
0.703,-0.338623046875,-6.9964599609375,0.61,2.14263916015625,2.868011474609375,0.31
0.715,2.4444580078125,-3.72027587890625,0.4,2.7830810546875,3.27618408203125,0.39
0.727,5.20050048828125,-1.0345458984375,0.48,2.75604248046875,2.68572998046875,0.35
0.74,7.0252685546875,0.651397705078125,0.6,1.82476806640625,1.685943603515625,0.21
0.753,10.25762939453125,-0.257537841796875,0.84,3.23236083984375,-0.908935546875,0.27
0.766,10.1658935546875,-0.850982666015625,0.89,-0.09173583984375,-0.59344482421875,0.05
0.778,8.4442138671875,-2.35626220703125,0.77,-1.7216796875,-1.505279541015625,0.2
0.792,5.76080322265625,-3.059234619140625,0.54,-2.68341064453125,-0.702972412109375,0.23
0.804,6.72369384765625,-4.9005126953125,0.74,0.962890625,-1.841278076171875,0.18
0.819,8.7664794921875,-5.8557586669921875,0.84,2.04278564453125,-0.9552459716796875,0.18
0.83,10.97979736328125,-7.1065826416015625,1.32,2.21331787109375,-1.250823974609375,0.26
0.844,10.14117431640625,-1.5994873046875,1.08,-0.838623046875,5.5070953369140625,0.59
0.857,4.3526611328125,0.0570831298828125,0.61,-5.78851318359375,1.6565704345703125,0.84
0.87,-1.82733154296875,3.2590179443359375,1.01,-6.17999267578125,3.201934814453125,1.87
0.883,104.0,-41.5,31.01,105.82733154296875,-44.75901794433594,31.83
0.896,111.5,103.25,52.98,7.5,144.75,50.53
0.909,131.25,86.5,60.05,19.75,-16.75,9.89
0.92,28.58868408203125,45.5,9.22,-102.66131591796875,-41.0,18.97
0.933,21.0,-96.5,10.77,-7.58868408203125,-142.0,15.5
0.946,8.4761962890625,-81.5,17.97,-12.5238037109375,15.0,4.29
0.958,-0.08868408203125,1.0,0.16,-8.56488037109375,82.5,12.96
0.972,-0.5,0.45001220703125,0.24,-0.41131591796875,-0.54998779296875,0.24
0.984,-46.4761962890625,87.25,36.96,-45.9761962890625,86.79998779296875,36.72
0.997,-27.75,-121.5,27.63,18.7261962890625,-208.75,46.47
1.01,-2.61968994140625,22.36572265625,4.98,25.13031005859375,143.86572265625,32.32
1.022,32.5,-62.0,14.67,35.11968994140625,-84.36572265625,19.16
1.037,32.1964111328125,137.5,35.43,-0.3035888671875,199.5,50.05
1.05,4.21966552734375,-20.56573486328125,2.82,-27.97674560546875,-158.06573486328125,21.58
1.064,-20.5,28.0,7.45,-24.71966552734375,48.56573486328125,11.7
1.077,-21.6964111328125,-84.0,22.87,-1.1964111328125,-112.0,29.53
1.091,-26.0999755859375,36.25,12.66,-4.403564453125,120.25,34.09
1.103,-1.0738525390625,-12.397735595703125,3.22,25.026123046875,-48.647735595703125,14.17
1.116,-19.5,113.0,36.96,-18.4261474609375,125.39773559570312,40.85
1.128,-13.5,-31.75,9.64,6.0,-144.75,40.46
1.14,-66.93499755859375,24.477142333984375,20.16,-53.43499755859375,56.227142333984375,21.94
1.153,-64.75,22.0,17.77,2.18499755859375,-2.477142333984375,0.86
1.165,25.72222900390625,-77.5,34.99,90.47222900390625,-99.5,57.63
1.179,9.25885009765625,-0.82940673828125,6.2,-16.46337890625,76.67059326171875,52.33
1.191,67.5,-325.75,157.77,58.24114990234375,-324.92059326171875,156.55
1.205,-32.47222900390625,83.25,26.52,-99.97222900390625,409.0,124.95
1.217,58.4620361328125,-111.37042236328125,30.95,90.93426513671875,-194.62042236328125,52.86
1.231,-16.25,315.25,59.3,-74.7120361328125,426.62042236328125,81.37
1.244,12.75,-37.0,9.7,29.0,-352.25,87.64
1.256,-13.7120361328125,-67.87957763671875,21.26,-26.4620361328125,-30.87957763671875,12.49
1.269,5.0,-171.0,54.02,18.7120361328125,-103.12042236328125,33.1
1.285,-60.0,65.75,10.75,-65.0,236.75,29.64
1.298,-48.21551513671875,159.6810302734375,26.02,11.78448486328125,93.9310302734375,14.77
1.31,-48.43804931640625,158.11752319335938,30.82,-0.2225341796875,-1.563507080078125,0.29
1.322,65.5,-77.75,45.07,113.93804931640625,-235.86752319335938,116.12
1.335,-103.78448486328125,-131.6810302734375,39.65,-169.28448486328125,-53.9310302734375,42.02
1.348,-105.385498046875,-128.11752319335938,22.68,-1.60101318359375,3.563507080078125,0.53
1.361,-174.5186767578125,-47.57710266113281,27.68,-69.1331787109375,80.54042053222656,16.24
1.374,-7.75,2.25,1.31,166.7686767578125,49.82710266113281,28.19
1.387,-9.12017822265625,-0.550567626953125,1.39,-1.37017822265625,-2.800567626953125,0.47
1.398,-6.18719482421875,-2.6728973388671875,1.1,2.9329833984375,-2.1223297119140625,0.59
1.411,-5.8455810546875,-1.0,0.88,0.34161376953125,1.6728973388671875,0.25
1.424,-3.5562744140625,1.300567626953125,0.52,2.289306640625,2.300567626953125,0.44
1.436,-1.98858642578125,1.0,0.31,1.56768798828125,-0.300567626953125,0.22
1.449,0.32635498046875,0.1730804443359375,0.05,2.31494140625,-0.8269195556640625,0.33
1.461,1.5,-2.75,0.48,1.17364501953125,-2.9230804443359375,0.48
1.474,2.025634765625,-2.2601470947265625,0.42,0.525634765625,0.4898529052734375,0.1
1.487,1.66162109375,-1.593963623046875,0.32,-0.364013671875,0.6661834716796875,0.11
1.499,2.0,0.0,0.28,0.33837890625,1.593963623046875,0.23
1.511,1.6688232421875,-0.4898529052734375,0.27,-0.3311767578125,-0.4898529052734375,0.09
1.524,1.35760498046875,-3.3291168212890625,0.52,-0.31121826171875,-2.839263916015625,0.41
1.537,0.5,-5.5,0.77,-0.85760498046875,-2.1708831787109375,0.32
1.551,-0.203125,-7.75,1.15,-0.703125,-2.25,0.35
1.563,-0.66668701171875,-8.305557250976562,1.32,-0.46356201171875,-0.5555572509765625,0.11
1.575,-1.5,-11.0,1.67,-0.83331298828125,-2.6944427490234375,0.42
1.589,-1.296875,-13.25,1.87,0.203125,-2.25,0.32
1.604,-1.33331298828125,-14.444442749023438,1.91,-0.03643798828125,-1.1944427490234375,0.16
1.616,-1.3248291015625,-14.643707275390625,2.31,0.00848388671875,-0.1992645263671875,0.03
1.628,-2.5,-13.0,2.3,-1.1751708984375,1.643707275390625,0.35
1.64,-3.1868896484375,-11.504669189453125,1.84,-0.6868896484375,1.495330810546875,0.25
1.653,-4.13812255859375,-9.9674072265625,1.54,-0.95123291015625,1.537261962890625,0.26
1.668,-3.64288330078125,-9.678573608398438,1.33,0.4952392578125,0.2888336181640625,0.07
1.68,-3.4725341796875,-11.083694458007812,1.74,0.17034912109375,-1.405120849609375,0.21
1.692,-1.53704833984375,-11.888885498046875,1.82,1.93548583984375,-0.8051910400390625,0.32
1.705,-0.6502685546875,-11.995285034179688,1.81,0.88677978515625,-0.1063995361328125,0.13
1.717,-0.19818115234375,-9.83251953125,1.48,0.45208740234375,2.1627655029296875,0.33
1.73,-0.58575439453125,-7.520988464355469,1.06,-0.3875732421875,2.3115310668945312,0.33
1.743,-0.70684814453125,-5.326141357421875,0.75,-0.12109375,2.1948471069335938,0.31
1.755,-1.39239501953125,-5.5791168212890625,0.85,-0.685546875,-0.2529754638671875,0.11
1.767,-1.41424560546875,-4.729011535644531,0.73,-0.0218505859375,0.8501052856445312,0.13
1.78,-2.468505859375,-4.4704742431640625,0.69,-1.05426025390625,0.25853729248046875,0.15
1.793,-1.0714111328125,-2.75,0.37,1.3970947265625,1.7204742431640625,0.28
